"aj5-a-529","EXAtrax NS-6121","2711410201","10.126.206.57","1期網","evlan","gbe","gbe",\N
"aj5-a-531","EXAtrax NS-6121","2711410201","10.126.206.87","1期網","evlan","gbe","gbe",\N
"aj5-a-534","EXAtrax NS-6121","2711410201","10.126.206.120","1期網","evlan","gbe","gbe",\N
"aj5-a-64","EXAtrax NS-6121","2711410201","10.129.233.177","1期網","evlan","gbe","gbe",\N
"aj5-a-68","EXAtrax NS-6121","2711410201","10.146.43.24","1期網","evlan","gbe","gbe",\N
"aj5-a-702","EXAtrax NS-6121","2711410201","10.126.189.175","1期網","evlan","gbe","gbe",\N
"aj5-a-69","EXAtrax NS-6121","2711410201","10.146.43.74","1期網","evlan","gbe","gbe",\N
"aj5-a-76","EXAtrax NS-6121","2711410201","10.129.233.178","1期網","evlan","gbe","gbe",\N
"aj5-a-801","EXAtrax NS-6121","2711410201","10.126.189.176","1期網","evlan","gbe","gbe",\N
"aj5-a-79","EXAtrax NS-6121","2711410201","10.126.189.110","1期網","evlan","gbe","gbe",\N
"aj5-a-803","EXAtrax NS-6142","2711410201","10.126.189.220","1期網","evlan","gbe","gbe",\N
"aj5-a-806","EXAtrax NS-6121","2711410201","10.126.206.119","1期網","evlan","gbe","gbe",\N
"aj5-a-86","EXAtrax NS-6142","2711410201","10.146.43.5","1期網","evlan","gbe","gbe",\N
"aj5-a-88","EXAtrax NS-6121","2711410201","10.126.189.31","1期網","evlan","gbe","gbe",\N
"aj5-e-52","Catalyst 6509-NEB","2711410201","10.129.202.155","1期網","gbe","gbe","gbe",\N
"aj5-e-53","Catalyst 6509-NEB","2711410201","10.129.202.158","1期網","gbe","gbe","gbe",\N
"aj5-a-516","EXAtrax NS-6121","2711410201","10.126.189.193","1期網","evlan","gbe","gbe",\N
"aj5-a-523","EXAtrax NS-6121","2711410201","10.126.189.241","1期網","evlan","gbe","gbe",\N
"aj5-a-526","EXAtrax NS-6121","2711410201","10.126.189.244","1期網","evlan","gbe","gbe",\N
"aj5-i-03","Catalyst 3550-48T","2711410201","10.129.202.134","1期網","evlan","gbe","gbe",\N
"aj5-a-532","EXAtrax NS-6121","2711410201","10.126.206.112","1期網","evlan","gbe","gbe",\N
"aj5-a-533","EXAtrax NS-6121","2711410201","10.126.206.117","1期網","evlan","gbe","gbe",\N
"aj5-a-61","EXAtrax NS-6121","2711410201","10.129.233.115","1期網","evlan","gbe","gbe",\N
"aj5-a-703","EXAtrax NS-6142","2711410201","10.126.189.207","1期網","evlan","gbe","gbe",\N
"aj5-a-704","EXAtrax NS-6142","2711410201","10.126.206.21","1期網","evlan","gbe","gbe",\N
"aj5-i-09","Catalyst 3550-48T","2711410201","10.129.233.118","1期網","evlan","gbe","gbe",\N
"aj5-a-805","EXAtrax NS-6121","2711410201","10.126.206.118","1期網","evlan","gbe","gbe",\N
"aj5-i-13","Apresia 6048G-PSR","2711410201","10.146.43.66","1期網","evlan","gbe","gbe",\N
"aj5-a-807","EXAtrax NS-6121","2711410201","10.126.206.166","1期網","evlan","gbe","gbe",\N
"aj5-i-14v","Apresia 6048G-PSR","2711410201","10.126.206.103","1期網","evlan","gbe","gbe",\N
"aj5-a-808","EXAtrax NS-6121","2711410201","10.126.206.195","1期網","evlan","gbe","gbe",\N
"aj5-i-15v","Apresia 6048G-PSR","2711410201","10.126.206.104","1期網","evlan","gbe","gbe",\N
"aj5-i-16","Apresia 6148G-PSR","2711410201","10.126.206.189","1期網","evlan","gbe","gbe",\N
"aj5-i-17","Apresia 6148G-PSR","2711410201","10.126.206.191","1期網","evlan","gbe","gbe",\N
"aj5-i-18","Apresia 6148G-PSR","2711410201","10.126.206.187","1期網","evlan","gbe","gbe",\N
"aj5-i-19","Apresia 6148G-PSR","2711410201","10.126.206.188","1期網","evlan","gbe","gbe",\N
"aj5-i-20","Apresia 6148G-PSR","2711410201","10.126.206.201","1期網","evlan","gbe","gbe",\N
"aj5-i-21","Apresia 6148G-PSR","2711410201","10.126.206.232","1期網","evlan","gbe","gbe",\N
"aj5-i-702","Apresia 6148G-PSR","2711410201","10.126.206.169","1期網","evlan","gbe","gbe",\N
"aj5-i-71","Catalyst 3550-48T","2711410201","10.129.202.138","1期網","evlan","gbe","gbe",\N
"aj5-i-72","Catalyst 3550-48T","2711410201","10.129.233.46","1期網","evlan","gbe","gbe",\N
"aj5-i-81","Catalyst 3550-48T","2711410201","10.129.202.139","1期網","evlan","gbe","gbe",\N
"aj5-i-87","Catalyst 3550-48T","2711410201","10.129.226.192","1期網","evlan","gbe","gbe",\N
"aj5-i-89","Apresia 6048G-PSR","2711410201","10.146.43.68","1期網","evlan","gbe","gbe",\N
"aj5-i-92","Apresia 6048G-PSR","2711410201","10.126.206.172","1期網","evlan","gbe","gbe",\N
"aj5-e-54","Catalyst 6509-NEB","2711410201","10.129.202.157","1期網","gbe","gbe","gbe",\N
"aj5-i-93","Apresia 6048G-PSR","2711410201","10.126.206.173","1期網","evlan","gbe","gbe",\N
"aj5-i-94","Apresia 6148G-PSR","2711410201","10.126.206.194","1期網","evlan","gbe","gbe",\N
"aj5-e-57","Catalyst 6509-NEB","2711410201","10.129.233.57","1期網","gbe","gbe","gbe",\N
"aj5-e-81","Catalyst 6509-NEB","2711410201","10.129.202.161","1期網","gbe","gbe","gbe",\N
"aj5-i-yobi","Catalyst 3550-48T","2711410201","10.126.189.39","1期網","evlan","gbe","gbe",\N
"aj5-i-yobi01","Apresia 6148G-PSR","2711410201","10.126.206.170","1期網","evlan","gbe","gbe",\N
"aj5-m-31","Apresia 8007","2711410201","10.129.226.185","NCC-STNet","evlan","mnet","NCC-STNet",\N
"aj5-m-32","Apresia 8007","2711410201","10.129.226.195","NCC-HTNet","evlan","mnet","NCC-HTNet",\N
"aj5-i-02","Catalyst 3550-48T","2711410201","10.129.233.16","1期網","evlan","gbe","gbe",\N
"aj5-i-01","Catalyst 3550-48T","2711410201","10.129.233.15","1期網","evlan","gbe","gbe",\N
"aj5-m-52","Catalyst 3550-48T","2711410201","10.129.226.188","NCC-STNet","evlan","mnet","NCC-STNet",\N
"aj5-m-53","Catalyst 3550-48T","2711410201","10.129.226.189","NCC-STNet","evlan","mnet","NCC-STNet",\N
"aj5-m-54","Catalyst 3550-48T","2711410201","10.129.226.190","NCC-STNet","evlan","mnet","NCC-STNet",\N
"aj5-m-56","Apresia 6048G-PSR","2711410201","10.126.189.222","NCC-STNet","evlan","mnet","NCC-STNet",\N
"aj5-i-05","Catalyst 3550-48T","2711410201","10.129.202.136","1期網","evlan","gbe","gbe",\N
"aj5-i-04","Catalyst 3550-48T","2711410201","10.129.202.135","1期網","evlan","gbe","gbe",\N
"aj5-i-08","Catalyst 3550-48T","2711410201","10.129.233.84","1期網","evlan","gbe","gbe",\N
"aj5-q-31","Apresia 6048G-PSR","2711410201","10.126.206.174","1期網","evlan","gbe","gbe",\N
"aj5-q-32","Apresia 6048G-PSR","2711410201","10.126.206.175","1期網","evlan","gbe","gbe",\N
"aj5-q-41","Apresia 6048G-PSR","2711410201","10.126.195.10","1期網","evlan","gbe","gbe",\N
"aj5-q-42","Apresia 6048G-PSR","2711410201","10.126.195.11","1期網","evlan","gbe","gbe",\N
"aj5-q-61","Apresia 6048G-PSR","2711410201","10.126.206.176","1期網","evlan","gbe","gbe",\N
"aj5-q-62","Apresia 6048G-PSR","2711410201","10.126.206.177","1期網","evlan","gbe","gbe",\N
"aj5-s-33","AT7373","2711410201","10.129.226.209","1期網","evlan","gbe","gbe",\N
"aj5-s-31","AT7373","2711410201","10.126.189.223","1期網","evlan","gbe","gbe",\N
"aj5-s-41","AT7373","2711410201","10.129.233.203","1期網","evlan","gbe","gbe",\N
"aj5-s-44","AT7373","2711410201","10.126.195.16","1期網","evlan","gbe","gbe",\N
"aj5-s-43","AT7373","2711410201","10.129.233.205","1期網","evlan","gbe","gbe",\N
"aj5-s-61","AT7373","2711410201","10.129.226.212","1期網","evlan","gbe","gbe",\N
"aj5-t-84c","FlashWave 5540","2711410201","10.126.189.214","1期網","gbe","gbe","gbe",\N
"aj5-i-11","Catalyst 3550-48T","2711410201","10.129.202.245","1期網","evlan","gbe","gbe",\N
"aj5-i-12","Apresia 6048G-PSR","2711410201","10.146.43.7","1期網","evlan","gbe","gbe",\N
